,pin,address,city,township,classification,landsqft,neighborhood,taxcode,landassessedvalue,buildingassessedvalue,combinedassessedvalue,landassessedvaluepreviousyear,buildingassessedvaluepreviousyear,combinedassessedvaluepreviousyear,marketvalue,marketvaluepreviousyear,description,residencetype,use,exteriorconstruction,fullbaths,halfbaths,basement,attic,centralair,fireplaces,garage,age,buildingsqft,assessmentpass,exemption1year,exemption1owner,exemption1senior,exemption1seniorfreeze,exemption2year,exemption2owner,exemption2senior,exemption2seniorfreeze,exemption3year,exemption3owner,exemption3senior,exemption3seniorfreeze,exemption4year,exemption4owner,exemption4senior,exemption4seniorfreeze
0,16-07-323-055-1009,1041 302  SUSAN COLLINS LN,OAK PARK,Oak Park,299,"18,683",40,27001,"$1,233","$12,674","$13,907","$1,233","$12,673","$13,906","$139,070","$139,060",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,18,**,Assessor Valuation,2019,Yes,N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A,2016,"Yes | $1,005.06",N/A,N/A
0,16-07-323-055-1010,1041 303  SUSAN COLLINS LN,OAK PARK,Oak Park,299,"18,683",40,27001,"$1,317","$13,538","$14,855","$1,317","$13,537","$14,854","$148,550","$148,540",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,18,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-055-1011,1041 304  SUSAN COLLINS LN,OAK PARK,Oak Park,299,"18,683",40,27001,"$1,317","$13,538","$14,855","$1,317","$13,537","$14,854","$148,550","$148,540",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,18,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-055-1012,1041 305  SUSAN COLLINS LN,OAK PARK,Oak Park,0,0,40,27001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Exempt,**,**,Assessor Valuation,,,,,,,,,,,2017,"Yes | $1,219.10",N/A,N/A,2016,"Yes | $1,005.06",N/A,N/A,2015,Yes | $945.98,N/A,N/A,,,,
0,16-07-323-055-1013,1041 401  SUSAN COLLINS LN,OAK PARK,Oak Park,299,"18,683",40,27001,"$1,065","$10,945","$12,010","$1,064","$10,945","$12,009","$120,100","$120,090",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,18,**,Assessor Valuation,2019,Yes,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-055-1014,1041 402  SUSAN COLLINS LN,OAK PARK,Oak Park,299,"18,683",40,27001,"$1,233","$12,674","$13,907","$1,233","$12,673","$13,906","$139,070","$139,060",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,18,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-055-1015,1041 403  SUSAN COLLINS LN,OAK PARK,Oak Park,299,"18,683",40,27001,"$1,317","$13,538","$14,855","$1,317","$13,537","$14,854","$148,550","$148,540",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,18,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-055-1016,1041 404/5  SUSAN COLLINS LN,OAK PARK,Oak Park,299,"18,683",40,27001,"$2,550","$26,211","$28,761","$2,550","$26,211","$28,761","$287,610","$287,610",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,18,**,Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70","Yes | $1,052.56","Yes | $2,556.93",2018,"Yes | $1,268.60","Yes | $1,014.88","Yes | $2,448.01",2017,N/A,N/A,N/A
0,16-07-323-055-1017,1041 501  SUSAN COLLINS LN,OAK PARK,Oak Park,299,"18,683",40,27001,"$1,065","$10,945","$12,010","$1,064","$10,945","$12,009","$120,100","$120,090",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,18,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-055-1018,1041 502/3  SUSAN COLLINS LN,OAK PARK,Oak Park,299,"18,683",40,27001,"$2,550","$26,211","$28,761","$2,550","$26,211","$28,761","$287,610","$287,610",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,18,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-055-1019,1041 504  SUSAN COLLINS LN,OAK PARK,Oak Park,299,"18,683",40,27001,"$1,317","$13,538","$14,855","$1,317","$13,537","$14,854","$148,550","$148,540",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,18,**,Assessor Valuation,2019,Yes,N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A,2016,"Yes | $1,005.06",N/A,N/A
0,16-07-323-055-1020,1041 505  SUSAN COLLINS LN,OAK PARK,Oak Park,299,"18,683",40,27001,"$1,233","$12,674","$13,907","$1,233","$12,673","$13,906","$139,070","$139,060",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,18,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A,,,,
0,16-07-323-056-0000,1044  SUSAN COLLIN LN,OAK PARK,Oak Park,295,935,40,27001,"$1,496","$27,960","$29,456","$1,496","$27,959","$29,455","$294,560","$294,550",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Masonry,2,0,Partial and Unfinished,None,Yes,0,1 car attached,21,"1,677",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-057-0000,1042  SUSAN COLLIN LN,OAK PARK,Oak Park,295,935,40,27001,"$1,496","$27,960","$29,456","$1,496","$27,959","$29,455","$294,560","$294,550",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Masonry,2,0,Partial and Unfinished,None,Yes,0,1 car attached,21,"1,677",Assessor Valuation,2019,Yes,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-058-0000,1040  SUSAN COLLIN LN,OAK PARK,Oak Park,295,935,40,27001,"$1,496","$27,960","$29,456","$1,496","$27,959","$29,455","$294,560","$294,550",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Masonry,2,0,Partial and Unfinished,None,Yes,0,1 car attached,21,"1,677",Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",Yes | $975.28,N/A
0,16-07-323-059-0000,1038  SUSAN COLLIN LN,OAK PARK,Oak Park,295,935,40,27001,"$1,496","$27,960","$29,456","$1,496","$27,959","$29,455","$294,560","$294,550",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Masonry,2,0,Partial and Unfinished,None,Yes,0,1 car attached,21,"1,677",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,N/A,N/A,N/A
0,16-07-323-060-0000,1036  SUSAN COLLIN LN,OAK PARK,Oak Park,295,935,40,27001,"$1,496","$27,876","$29,372","$1,496","$27,875","$29,371","$293,720","$293,710",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Masonry,2,1,Full and Rec Room,None,Yes,0,1 car attached,21,"1,677",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-061-0000,1034  SUSAN COLLIN LN,OAK PARK,Oak Park,295,"1,105",40,27001,"$1,768","$27,573","$29,341","$1,768","$27,573","$29,341","$293,410","$293,410",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Masonry,2,0,Partial and Unfinished,None,Yes,0,1 car attached,21,"1,677",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-062-0000,1030  MADISON ST,OAK PARK,Oak Park,295,"1,528",40,27001,"$2,445","$35,234","$37,679","$2,444","$35,233","$37,677","$376,790","$376,770",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,15,"2,450",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-063-0000,1028  MADISON ST,OAK PARK,Oak Park,295,"1,091",40,27001,"$1,746","$34,651","$36,397","$1,745","$34,650","$36,395","$363,970","$363,950",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,1,None,None,Yes,1,2 car attached,15,"2,394",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-064-0000,1026  MADISON ST,OAK PARK,Oak Park,295,"1,086",40,27001,"$1,738","$35,163","$36,901","$1,737","$35,162","$36,899","$369,010","$368,990",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,15,"2,394",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-065-0000,1024  MADISON ST,OAK PARK,Oak Park,295,"1,826",40,27001,"$2,922","$34,625","$37,547","$2,921","$34,625","$37,546","$375,470","$375,460",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,15,"2,450",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-066-0000,1032  ALEXANDER LN,OAK PARK,Oak Park,295,"1,393",40,27001,"$2,229","$35,054","$37,283","$2,228","$35,053","$37,281","$372,830","$372,810",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,15,"2,450",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-067-0000,1030  ALEXANDER LN,OAK PARK,Oak Park,295,"1,072",40,27001,"$1,715","$35,131","$36,846","$1,715","$35,131","$36,846","$368,460","$368,460",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,15,"2,394",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-068-0000,1028  ALEXANDER LN,OAK PARK,Oak Park,295,"1,103",40,27001,"$1,765","$34,525","$36,290","$1,765","$34,525","$36,290","$362,900","$362,900",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,15,"2,394",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-069-0000,1026  ALEXANDER LN,OAK PARK,Oak Park,295,"1,686",40,27001,"$2,698","$34,501","$37,199","$2,697","$34,500","$37,197","$371,990","$371,970",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,15,"2,450",Assessor Valuation,2019,Yes,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-070-0000,1031  BALDWIN LN,OAK PARK,Oak Park,295,"1,450",40,27001,"$2,320","$33,979","$36,299","$2,320","$33,979","$36,299","$362,990","$362,990",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,15,"2,394",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-071-0000,1029  BALDWIN LN,OAK PARK,Oak Park,295,"1,722",40,27001,"$2,755","$34,535","$37,290","$2,755","$34,534","$37,289","$372,900","$372,890",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,15,"2,450",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,N/A,N/A,N/A
0,16-07-323-072-0000,1026  BALDWIN LN,OAK PARK,Oak Park,295,"1,468",40,27001,"$2,349","$35,659","$38,008","$2,348","$35,658","$38,006","$380,080","$380,060",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,1,None,None,Yes,1,2 car attached,15,"2,450",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-073-0000,1028  BALDWIN LN,OAK PARK,Oak Park,295,"1,156",40,27001,"$1,850","$34,404","$36,254","$1,849","$34,404","$36,253","$362,540","$362,530",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,15,"2,394",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-074-0000,1030  BALDWIN LN,OAK PARK,Oak Park,295,"1,019",40,27001,"$1,630","$35,008","$36,638","$1,630","$35,008","$36,638","$366,380","$366,380",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,15,"2,394",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A
0,16-07-323-075-0000,1032  BALDWIN LN,OAK PARK,Oak Park,295,"1,215",40,27001,"$1,944","$35,665","$37,609","$1,944","$35,665","$37,609","$376,090","$376,090",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,15,"2,450",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-076-0000,426  PENNSYLVANIA WAY,OAK PARK,Oak Park,295,"1,443",40,27001,"$2,309","$35,124","$37,433","$2,308","$35,124","$37,432","$374,330","$374,320",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,15,"2,450",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-077-0000,424  PENNSYLVANIA WAY,OAK PARK,Oak Park,295,"1,233",40,27001,"$1,973","$34,550","$36,523","$1,972","$34,549","$36,521","$365,230","$365,210",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,15,"2,394",Assessor Valuation,2019,Yes,N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,N/A,N/A,N/A,2016,"Yes | $1,005.06",N/A,N/A
0,16-07-323-078-0000,422  PENNSYLVANIA WAY,OAK PARK,Oak Park,295,"1,233",40,27001,"$1,973","$34,550","$36,523","$1,972","$34,549","$36,521","$365,230","$365,210",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,15,"2,394",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-079-0000,420  PENNSYLVANIA WAY,OAK PARK,Oak Park,295,"1,545",40,27001,"$2,472","$35,495","$37,967","$2,472","$35,495","$37,967","$379,670","$379,670",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Frame/Masonry,3,0,None,None,Yes,0,2 car attached,15,"2,450",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
