taxbill2020,taxbill2019,taxbill2018,taxbill2017,taxbill2016,homeownerexemption,seniorfreezeexemption,seniorcitizenexemption,taxbeforeexemptions,taxafterexemptions,estimatedvalue,assessedvalue,lotsize,buildingsize,class,taxcode,address,city,zip,township,pin
"$13,507.89","$10,832.82","$10,424.59","$10,217.76","$11,784.62",0.00,0.00,0.00,"13,507.89","13,507.89","$370,050","37,005","4,158","1,700",2-05,27001,841 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-306-021-0000
"$8,305.98","$9,649.61","$9,304.17","$8,941.12","$12,109.82","1,132.50","3,751.97",906.00,"14,096.45","8,305.98","$386,160","38,616","4,158","2,090",2-05,27001,839 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-306-022-0000
"$11,259.65","$8,409.82",$837.40,$804.73,"$1,809.25",0.00,0.00,0.00,"11,259.65","11,259.65","$308,460","30,846","4,158","1,365",2-03,27001,837 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-306-023-0000
"$12,327.26","$13,900.50","$13,377.26","$13,105.81","$13,183.23","1,132.50",0.00,0.00,"13,459.76","12,327.26","$368,720","36,872","4,158","2,116",2-05,27001,833 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-306-024-0000
"$11,618.43","$12,472.05","$8,383.54","$12,751.79","$10,349.96","1,132.50",0.00,906.00,"13,656.93","11,618.43","$374,130","37,413","4,199","2,019",2-04,27001,831 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-306-025-0000
"$10,776.87","$10,265.35","$9,878.33","$13,957.84","$11,502.05","1,132.50",0.00,0.00,"11,909.37","10,776.87","$326,250","32,625","4,199","1,548",2-03,27001,829 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-306-026-0000
"$10,654.33","$9,136.88","$9,799.30","$9,623.58","$9,484.61","1,132.50",0.00,906.00,"12,692.83","10,654.33","$347,710","34,771","4,199","1,656",2-03,27001,825 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-306-027-0000
"$11,425.57","$10,976.75","$10,950.05","$10,731.74","$10,749.12","1,132.50",0.00,0.00,"12,558.07","11,425.57","$344,020","34,402","4,725","1,717",2-03,27001,823 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-306-028-0000
"$14,109.02","$15,943.52","$16,612.32","$1,146.20","$2,211.42","1,132.50",0.00,0.00,"15,241.52","14,109.02","$417,540","41,754","4,725","2,373",2-04,27001,819 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-306-029-0000
"$13,837.90","$13,793.27","$13,276.28","$10,790.86","$9,722.52",0.00,0.00,0.00,"13,837.90","13,837.90","$379,080","37,908","4,725","1,797",2-03,27001,817 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-306-030-0000
"$11,619.11","$11,972.34","$11,521.30","$11,290.45","$11,143.10","1,132.50",0.00,0.00,"12,751.61","11,619.11","$349,320","34,932","4,725","1,567",2-03,27001,815 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-306-031-0000
"$7,185.26","$5,565.41","$5,352.86","$5,274.56","$6,177.39","1,132.50",0.00,906.00,"9,223.76","7,185.26","$252,690","25,269","3,780",864,2-02,27001,811 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-306-032-0000
"$9,364.64","$7,887.23","$7,591.56","$7,425.17","$8,300.07",0.00,0.00,0.00,"9,364.64","9,364.64","$256,540","25,654","3,780",864,2-02,27001,809 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-306-033-0000
"$6,941.32","$5,894.99","$7,583.69","$7,439.19","$6,851.35","1,132.50",0.00,906.00,"8,979.82","6,941.32","$246,000","24,600","3,780","1,036",2-03,27001,805 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-306-034-0000
"$8,524.21","$6,967.82","$6,704.42","$6,579.24","$7,554.61","1,132.50",0.00,0.00,"9,656.71","8,524.21","$264,540","26,454","3,780",992,2-02,27001,803 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-306-035-0000
"$9,268.83","$7,539.88","$7,255.00","$7,117.72","$7,805.73","1,132.50",0.00,0.00,"10,401.33","9,268.83","$284,940","28,494","3,675",992,2-02,27001,801 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-306-036-0000
"$12,608.01","$11,234.50","$10,811.14","$10,595.93","$10,884.66","1,132.50",0.00,0.00,"13,740.51","12,608.01","$376,420","37,642","4,246","1,743",2-05,27001,846 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-307-001-0000
"$7,955.47","$7,089.52","$6,821.52","$6,693.71","$7,806.16","1,132.50",0.00,0.00,"9,087.97","7,955.47","$248,970","24,897","4,158","1,108",2-03,27001,844 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-307-002-0000
"$12,373.58","$11,735.25","$11,293.08","$11,067.23","$11,403.55","1,132.50",0.00,0.00,"13,506.08","12,373.58","$369,990","36,999","4,158","1,684",2-05,27001,840 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-307-003-0000
"$13,824.31","$14,701.24","$14,147.93","$13,859.58","$14,033.37","1,132.50",0.00,0.00,"14,956.81","13,824.31","$409,740","40,974","6,300","1,975",2-05,27001,836 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-307-004-0000
"$10,335.87","$9,571.32","$9,210.42","$9,752.92","$8,248.10","1,132.50",0.00,0.00,"11,468.37","10,335.87","$314,170","31,417","4,725","1,499",2-03,27001,834 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-307-005-0000
"$7,894.43","$6,343.25","$6,103.23","$5,991.15","$7,160.91","1,132.50",0.00,0.00,"9,026.93","7,894.43","$247,300","24,730","4,725",828,2-02,27001,832 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-307-006-0000
"$12,122.85",$0.00,$0.00,$0.00,$0.00,"1,132.50",0.00,906.00,"14,161.35","12,122.85","$387,940","38,794","4,725","2,181",2-05,27001,828 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-307-007-0000
"$6,918.78","$5,422.26","$5,215.09","$5,139.85","$6,458.37","1,132.50",0.00,906.00,"8,957.28","6,918.78","$245,380","24,538","4,725",748,2-02,27001,824 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-307-008-0000
"$11,418.32","$10,993.46","$10,577.33","$10,384.54","$10,840.58","1,132.50",0.00,906.00,"13,456.82","11,418.32","$377,120","37,712","4,158","1,728",2-05,27001,822 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-307-009-0000
"$12,764.97","$12,322.98","$11,858.87","$11,620.58","$12,534.82","1,132.50",0.00,0.00,"13,897.47","12,764.97","$380,710","38,071","4,158","1,728",2-05,27001,818 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-307-010-0000
"$12,068.03","$11,247.92","$10,824.08","$10,608.61","$11,122.14","1,132.50",0.00,0.00,"13,200.53","12,068.03","$361,620","36,162","4,284","1,728",2-05,27001,816 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-307-011-0000
"$12,250.25","$11,380.28","$10,951.57","$10,733.20","$10,358.29","1,132.50",0.00,0.00,"13,382.75","12,250.25","$366,610","36,661","4,199","1,827",2-04,27001,814 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-307-012-0000
"$8,721.61","$8,601.92","$8,277.23","$8,117.50","$9,480.44","1,132.50",0.00,0.00,"9,854.11","8,721.61","$269,950","26,995","4,199","1,340",2-03,27001,812 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-307-013-0000
"$12,728.39","$13,051.48","$12,560.03","$12,306.45","$12,168.98","1,132.50",0.00,0.00,"13,860.89","12,728.39","$379,710","37,971","4,199","1,765",2-03,27001,808 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-307-014-0000
"$11,243.80","$10,363.64","$10,848.05","$10,632.01","$9,975.51","1,132.50",0.00,0.00,"12,376.30","11,243.80","$339,040","33,904","4,032","1,584",2-05,27001,806 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-307-015-0000
"$10,729.53","$9,785.26","$9,414.41","$9,247.12","$9,063.34","1,132.50",0.00,906.00,"12,768.03","10,729.53","$349,770","34,977","4,040","1,472",2-05,27001,804 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-307-016-0000
"$11,472.34","$10,355.61","$10,621.35","$10,410.26","$9,407.94","1,132.50",0.00,0.00,"12,604.84","11,472.34","$345,300","34,530","4,410","1,790",2-03,27001,800 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-307-017-0000
"$9,710.28","$10,534.55","$11,715.65","$11,458.93","$10,258.93",0.00,0.00,0.00,"9,710.28","9,710.28","$266,010","26,601","6,300","1,932",2-11,27001,1144 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-05-307-019-0000
"$10,076.42","$9,446.86","$9,088.76","$8,928.57","$9,925.54","1,132.50",0.00,906.00,"12,114.92","10,076.42","$331,890","33,189","4,158","1,312",2-05,27001,1142 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-05-307-020-0000
"$10,682.87","$11,029.25","$10,613.62","$10,899.97","$10,782.86",0.00,0.00,0.00,"10,682.87","10,682.87","$292,660","29,266","4,284","1,684",2-05,27001,1138 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-05-307-021-0000
"$9,727.50","$6,226.81","$4,897.56","$4,706.46","$6,900.60",0.00,0.00,0.00,"9,727.50","9,727.50","$266,480","26,648","4,158","1,025",2-03,27001,1134 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-05-307-022-0000
"$4,460.58","$5,182.15","$4,996.63","$4,801.67","$6,516.67","1,132.50","3,638.38",906.00,"10,137.46","4,460.58","$277,720","27,772","4,158","1,125",2-03,27001,1132 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-05-307-023-0000
"$8,070.42","$5,977.49","$5,749.42","$5,662.48","$6,868.44","1,132.50",0.00,906.00,"10,108.92","8,070.42","$276,940","27,694","4,158","1,073",2-03,27001,1130 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-05-307-024-0000
"$11,832.59","$9,655.00","$9,290.85","$9,108.87","$9,432.92","1,132.50",0.00,0.00,"12,965.09","11,832.59","$355,170","35,517","4,158","1,465",2-05,27001,1126 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-05-307-025-0000
"$11,423.75","$10,584.28","$10,185.21","$9,983.70","$9,794.74","1,132.50",0.00,0.00,"12,556.25","11,423.75","$343,970","34,397","4,662","1,458",2-03,27001,1124 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-05-307-026-0000
"$4,224.45","$4,907.82","$4,732.13","$4,547.49","$6,217.30","1,132.50","5,305.08",906.00,"11,568.03","4,224.45","$316,900","31,690","4,032","1,844",2-04,27001,1120 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-05-307-027-0000
"$10,730.89","$10,153.39","$9,770.50","$9,578.10","$8,883.58","1,132.50",0.00,0.00,"11,863.39","10,730.89","$324,980","32,498","4,032","3,445",2-11,27001,1118 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-05-307-028-0000
"$10,531.34","$13,213.18","$11,449.24","$11,219.99","$8,411.49",0.00,0.00,0.00,"10,531.34","10,531.34","$288,510","28,851","3,780","1,513",2-03,27001,1116 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-05-307-029-0000
"$12,522.28","$11,625.66","$11,189.81","$10,944.59","$9,111.30",0.00,0.00,0.00,"12,522.28","12,522.28","$343,040","34,304","3,780","1,453",2-03,27001,1114 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-05-307-030-0000
"$10,066.91","$9,594.74","$9,232.87","$9,052.18","$8,836.06","1,132.50",0.00,0.00,"11,199.41","10,066.91","$306,800","30,680","3,780","1,380",2-05,27001,1110 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-05-307-031-0000
"$10,684.68","$10,649.14","$13,264.99","$12,995.97","$10,650.48","1,132.50",0.00,0.00,"12,043.68","10,684.68","$329,930","32,993","3,780","1,723",2-03,27001,1108 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-05-307-032-0000
"$12,018.88","$10,328.11","$9,940.88","$7,528.67","$8,457.01",0.00,0.00,0.00,"12,018.88","12,018.88","$329,260","32,926","3,780","1,380",2-05,27001,1106 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-05-307-033-0000
"$25,584.19","$24,745.55","$23,584.92","$23,068.05","$24,139.39",0.00,0.00,0.00,"25,584.19","25,584.19",,"70,086","6,182",,3-15,27001,1100 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-05-307-034-0000
"$2,714.83","$3,473.32","$3,343.01","$4,377.91","$4,785.09",0.00,0.00,0.00,"2,714.83","2,714.83","$74,380","7,438","6,182",,2-99,27001,7  DIVISION ST,OAK PARK,60302,OAK PARK,16-05-307-035-1001
"$1,846.09","$2,361.81","$2,273.33","$2,976.92",$0.00,0.00,0.00,0.00,"1,846.09","1,846.09","$50,580","5,058","6,182",,2-99,27001,7  DIVISION ST,OAK PARK,60302,OAK PARK,16-05-307-035-1002
"$2,714.83","$3,473.32","$3,343.01","$4,377.91","$4,785.09",0.00,0.00,0.00,"2,714.83","2,714.83","$74,380","7,438","6,182",,2-99,27001,7  DIVISION ST,OAK PARK,60302,OAK PARK,16-05-307-035-1003
"$2,419.93","$3,473.32","$3,343.01","$4,377.91","$4,785.09",0.00,0.00,0.00,"2,419.93","2,419.93","$66,290","6,629","6,182",,2-99,27001,7  DIVISION ST,OAK PARK,60302,OAK PARK,16-05-307-035-1004
$713.59,"$1,046.11","$1,004.73","$1,757.82","$2,472.45","1,132.50",0.00,0.00,"1,846.09",713.59,"$50,580","5,058","6,182",,2-99,27001,7  DIVISION ST,OAK PARK,60302,OAK PARK,16-05-307-035-1005
"$2,714.83","$3,473.32","$3,343.01","$4,377.91","$3,636.45",0.00,0.00,0.00,"2,714.83","2,714.83","$74,380","7,438","6,182",,2-99,27001,7  DIVISION ST,OAK PARK,60302,OAK PARK,16-05-307-035-1006
"$3,583.68","$4,585.08","$4,413.21","$4,543.71","$4,308.98",0.00,0.00,0.00,"3,583.68","3,583.68","$98,180","9,818","6,182",,2-99,27001,7  DIVISION ST,OAK PARK,60302,OAK PARK,16-05-307-035-1007
"$3,583.68","$4,585.08","$4,413.21","$4,560.17","$5,311.17",0.00,0.00,0.00,"3,583.68","3,583.68","$98,180","9,818","6,182",,2-99,27001,7  DIVISION ST,OAK PARK,60302,OAK PARK,16-05-307-035-1008
"$12,690.46","$13,693.41","$13,177.84","$13,240.89","$12,087.71","1,132.50",0.00,0.00,"13,822.96","12,690.46","$378,680","37,868","6,118","1,729",2-03,27001,742 N RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-05-308-001-0000
"$14,272.22","$13,284.75","$12,784.57","$14,496.32","$13,279.43","1,132.50",0.00,0.00,"15,404.72","14,272.22","$422,010","42,201","6,118","1,761",2-03,27001,738 N RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-05-308-002-0000
"$13,288.76","$12,832.42","$14,090.72","$13,803.63","$10,498.71","1,132.50",0.00,0.00,"14,421.26","13,288.76","$395,070","39,507","6,118","2,007",2-04,27001,736 N RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-05-308-003-0000
"$13,541.42","$14,111.94","$13,580.74","$14,928.25","$13,980.24","1,132.50",0.00,0.00,"14,673.92","13,541.42","$409,550","40,955","6,120","2,375",2-04,27001,732 N RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-05-308-004-0000
"$12,878.45","$14,001.02","$13,474.05","$13,200.41","$12,945.46","1,132.50",0.00,0.00,"14,010.95","12,878.45","$386,840","38,684","6,426","1,697",2-03,27001,728 N RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-05-308-005-0000
"$15,367.80","$16,448.49","$15,829.59","$15,152.32","$12,960.25","1,132.50",0.00,0.00,"16,500.30","15,367.80","$527,020","52,702","6,118","1,844",2-04,27001,726 N RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-05-308-006-0000
"$8,987.75","$8,615.20","$8,287.13","$8,155.41","$8,707.12","1,132.50",0.00,906.00,"11,592.50","8,987.75","$317,570","31,757","6,118","1,515",2-03,27001,724 N RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-05-308-007-0000
"$12,316.73","$12,795.58","$12,659.11","$12,403.25","$9,680.02","1,132.50",0.00,0.00,"13,449.23","12,316.73","$368,430","36,843","6,120","1,772",2-03,27001,720 N RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-05-308-008-0000
"$9,202.13","$9,611.06","$9,246.83","$9,083.15","$9,477.29","1,132.50",0.00,906.00,"11,240.63","9,202.13","$315,510","31,551","6,118","1,321",2-03,27001,718 N RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-05-308-009-0000
"$1,245.75","$1,447.27","$1,395.46","$1,341.01","$2,440.86","1,132.50","8,380.95",906.00,"11,665.20","1,245.75","$319,570","31,957","6,118","1,153",2-03,27001,716 N RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-05-308-010-0000
"$12,314.13","$12,596.12","$12,121.73","$11,877.69","$11,893.74","1,132.50",0.00,0.00,"13,446.63","12,314.13","$368,360","36,836","6,118","1,742",2-03,27001,712 N RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-05-308-011-0000
"$10,790.80","$10,124.57","$9,742.85","$9,551.04","$9,679.30","1,132.50",0.00,0.00,"11,923.30","10,790.80","$326,630","32,663","6,118","1,153",2-03,27001,708 N RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-05-308-012-0000
"$4,140.76","$4,810.59","$4,638.38","$4,457.40","$6,111.20","1,132.50","3,244.16",906.00,"9,423.42","4,140.76","$258,160","25,816","6,118","1,781",2-11,27001,706 N RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-05-308-013-0000
"$9,776.08","$11,118.59","$10,697.34","$10,750.02","$10,593.48","1,132.50","1,012.57",906.00,"12,827.15","9,776.08","$351,380","35,138","6,120","1,729",2-03,27001,704 N RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-05-308-014-0000
"$9,755.13","$9,674.34","$9,307.72","$9,142.76","$9,333.13","1,132.50",0.00,906.00,"11,793.63","9,755.13","$323,080","32,308","6,120","1,153",2-03,27001,700 N RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-05-308-015-0000
"$8,667.59","$8,583.10","$8,259.09","$8,099.82","$8,754.07","1,132.50",0.00,0.00,"9,800.09","8,667.59","$268,460","26,846","5,699","1,060",2-03,27001,745 N CUYLER AVE,OAK PARK,60302,OAK PARK,16-05-308-016-0000
"$11,243.80","$10,650.99","$10,249.53","$10,751.24","$11,712.97","1,132.50",0.00,0.00,"12,376.30","11,243.80","$346,620","34,662","5,814","1,501",2-05,27001,741 N CUYLER AVE,OAK PARK,60302,OAK PARK,16-05-308-017-0000
"$12,483.89","$12,566.65","$12,093.31","$11,849.90","$11,997.11","1,132.50",0.00,0.00,"13,616.39","12,483.89","$373,000","37,300","5,643","1,865",2-05,27001,739 N CUYLER AVE,OAK PARK,60302,OAK PARK,16-05-308-018-0000
"$13,054.21","$11,959.45","$11,507.22","$11,293.99","$11,622.23",0.00,0.00,0.00,"13,054.21","13,054.21","$357,620","35,762","5,814","1,969",2-05,27001,735 N CUYLER AVE,OAK PARK,60302,OAK PARK,16-05-308-019-0000
"$16,406.75","$11,065.04","$10,650.28","$10,416.84","$9,714.34",0.00,0.00,0.00,"16,406.75","16,406.75","$449,450","44,945","5,643","2,325",2-06,27001,731 N CUYLER AVE,OAK PARK,60302,OAK PARK,16-05-308-020-0000
"$10,136.33","$9,276.47","$8,928.79","$8,733.02","$9,491.36",0.00,0.00,0.00,"10,136.33","10,136.33","$277,690","27,769","5,814",969,2-02,27001,729 N CUYLER AVE,OAK PARK,60302,OAK PARK,16-05-308-021-0000
"$10,407.45","$11,465.14","$11,033.14","$10,812.93","$10,755.15","1,132.50",0.00,0.00,"11,539.95","10,407.45","$316,120","31,612","5,643","1,413",2-03,27001,725 N CUYLER AVE,OAK PARK,60302,OAK PARK,16-05-308-022-0000
"$10,584.23","$9,405.02","$10,063.42","$10,538.88","$11,701.34","1,132.50",0.00,906.00,"12,622.73","10,584.23","$345,800","34,580","5,814","1,518",2-03,27001,723 N CUYLER AVE,OAK PARK,60302,OAK PARK,16-05-308-023-0000
"$13,405.97","$12,744.66","$12,264.70","$12,989.51","$13,806.80","1,132.50",0.00,0.00,"14,538.47","13,405.97","$398,270","39,827","5,643","2,376",2-06,27001,721 N CUYLER AVE,OAK PARK,60302,OAK PARK,16-05-308-024-0000
"$13,702.80","$15,391.06","$14,811.92","$14,509.00","$9,482.88","1,132.50",0.00,0.00,"14,835.30","13,702.80","$406,410","40,641","5,814","2,053",2-05,27001,717 N CUYLER AVE,OAK PARK,60302,OAK PARK,16-05-308-025-0000
"$8,724.89","$8,246.94","$7,935.60","$7,783.34","$7,639.03","1,132.50",0.00,0.00,"9,857.39","8,724.89","$270,030","27,003","5,643","1,019",2-03,27001,715 N CUYLER AVE,OAK PARK,60302,OAK PARK,16-05-308-026-0000
"$10,497.26","$11,158.58","$10,738.06","$10,524.37","$9,962.15","1,132.50",0.00,0.00,"11,629.76","10,497.26","$318,600","31,860","5,814","1,050",2-03,27001,711 N CUYLER AVE,OAK PARK,60302,OAK PARK,16-05-308-027-0000
"$12,854.67","$10,881.10","$12,266.73","$2,252.04","$10,019.01","1,132.50",226.50,906.00,"15,119.67","12,854.67","$489,200","48,920","5,814","1,268",2-03,27001,707 N CUYLER AVE,OAK PARK,60302,OAK PARK,16-05-308-029-0000
"$10,906.88","$9,974.58","$9,598.48","$9,409.75","$9,328.68","1,132.50",0.00,0.00,"12,039.38","10,906.88","$329,800","32,980","5,643","1,455",2-03,27001,705 N CUYLER AVE,OAK PARK,60302,OAK PARK,16-05-308-030-0000
"$9,675.51","$9,154.77","$10,363.19","$10,157.79","$8,463.75","1,132.50",0.00,0.00,"10,808.01","9,675.51","$296,090","29,609","5,870","1,362",2-03,27001,701 N CUYLER AVE,OAK PARK,60302,OAK PARK,16-05-308-031-0000
"$11,674.60","$14,186.40","$13,652.42","$13,374.87","$12,733.68","1,132.50",0.00,0.00,"12,807.10","11,674.60","$350,830","35,083","9,050","1,432",2-05,27001,746 N CUYLER AVE,OAK PARK,60302,OAK PARK,16-05-309-001-0000
"$1,607.36","$1,867.37","$1,800.52","$1,730.27","$2,899.31","1,132.50","8,811.87",906.00,"12,457.73","1,607.36","$341,270","34,127","6,032","1,232",2-05,27001,744 N CUYLER AVE,OAK PARK,60302,OAK PARK,16-05-309-002-0000
$0.00,$0.00,$0.00,$0.00,$0.00,,,,,,,0,0,,0-00,27001,725 N HARVEY AVE,OAK PARK,60302,OAK PARK,16-05-309-007-0000
"$9,714.02","$9,859.99","$9,490.40","$9,282.35","$10,066.97",0.00,0.00,0.00,"9,714.02","9,714.02","$266,110","26,611","4,366","1,128",2-03,27001,743 N HARVEY AVE,OAK PARK,60302,OAK PARK,16-05-309-009-0000
"$12,198.72","$12,938.73","$12,451.56","$12,200.27","$11,376.99","1,132.50",0.00,0.00,"13,331.22","12,198.72","$365,200","36,520","5,032","1,459",2-03,27001,739 N HARVEY AVE,OAK PARK,60302,OAK PARK,16-05-309-017-0000
$0.00,$0.00,$0.00,$0.00,$0.00,,,,,,,0,0,,0-00,27001,725 N HARVEY AVE,OAK PARK,60302,OAK PARK,16-05-309-018-0000
"$13,755.68","$13,488.16","$12,980.32","$12,717.53","$13,430.47","1,132.50",0.00,0.00,"14,888.18","13,755.68","$407,850","40,785","6,044","1,911",2-05,27001,734 N CUYLER AVE,OAK PARK,60302,OAK PARK,16-05-309-019-0000
"$11,451.84","$11,926.69","$11,477.40","$11,247.54","$11,633.28","1,132.50",0.00,0.00,"12,584.34","11,451.84","$344,740","34,474","6,306","1,720",2-03,27001,732 N CUYLER AVE,OAK PARK,60302,OAK PARK,16-05-309-020-0000
"$13,326.01","$15,679.20","$15,089.24","$14,780.25","$13,547.06","1,132.50",0.00,0.00,"14,458.51","13,326.01","$396,070","39,607","8,778","1,686",2-03,27001,730 N CUYLER AVE,OAK PARK,60302,OAK PARK,16-05-309-021-0000
"$10,688.31","$9,996.95","$9,622.20","$10,410.75","$9,767.03",0.00,0.00,0.00,"10,688.31","10,688.31","$292,790","29,279","5,832","1,005",2-03,27001,742 N HARVEY AVE,OAK PARK,60302,OAK PARK,16-05-310-001-0000
"$14,323.41","$14,324.16","$14,968.47","$14,662.12","$12,842.80","1,132.50",0.00,0.00,"15,455.91","14,323.41","$423,400","42,340","5,832","2,530",2-04,27001,738 N HARVEY AVE,OAK PARK,60302,OAK PARK,16-05-310-002-0000
"$12,373.70","$12,272.85","$11,812.82","$11,553.90","$10,883.94",0.00,0.00,0.00,"12,373.70","12,373.70","$338,960","33,896","5,832","1,330",2-03,27001,736 N HARVEY AVE,OAK PARK,60302,OAK PARK,16-05-310-003-0000
"$12,032.70","$11,219.24","$10,796.42","$12,210.75","$12,210.90","1,132.50",0.00,0.00,"13,165.20","12,032.70","$360,640","36,064","5,832","1,872",2-04,27001,734 N HARVEY AVE,OAK PARK,60302,OAK PARK,16-05-310-004-0000
"$12,905.86","$11,750.52","$11,307.92","$11,081.74","$10,638.85","1,132.50",0.00,0.00,"14,038.36","12,905.86","$384,570","38,457","5,832","1,755",2-03,27001,730 N HARVEY AVE,OAK PARK,60302,OAK PARK,16-05-310-005-0000
"$9,210.51","$8,579.28","$8,255.41","$8,096.17","$8,523.77","1,132.50",0.00,0.00,"10,343.01","9,210.51","$283,340","28,334","5,832","1,154",2-03,27001,728 N HARVEY AVE,OAK PARK,60302,OAK PARK,16-05-310-006-0000
"$7,783.90","$6,632.58","$6,381.69","$6,692.62","$7,308.65","1,132.50",0.00,0.00,"8,916.40","7,783.90","$244,260","24,426","5,832",880,2-02,27001,726 N HARVEY AVE,OAK PARK,60302,OAK PARK,16-05-310-007-0000
"$11,039.72","$10,693.22","$10,290.12","$10,675.05","$9,805.22","1,132.50",0.00,0.00,"12,172.22","11,039.72","$333,450","33,345","5,832","1,614",2-03,27001,724 N HARVEY AVE,OAK PARK,60302,OAK PARK,16-05-310-008-0000
"$8,543.47","$7,546.86","$7,261.72","$7,124.18","$8,718.18","1,132.50",0.00,0.00,"9,675.97","8,543.47","$265,070","26,507","5,832",946,2-02,27001,722 N HARVEY AVE,OAK PARK,60302,OAK PARK,16-05-310-009-0000
